"","Codigo_nacional","Estación","Latitud","Longitud","Altura","Region","Macrozona","Comuna","Cuenca","Subcuenca"
"1203","280004","El transito escuela DMC",-28.87667,-70.28055,1108,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"1204","300909","El tuqui ovalle ad DMC",-30.56361,-71.17944,339,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"1205","0","El yeso embalse DMC",-33.67583,-70.08889,2478,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1206","370059","Emb central angostura DMC",-37.71305,-71.81722,288,"Región del Bío-Bío","Centro","Quilaco","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1207","360057","Embalse bullilleo dga DMC",-36.29722,-71.40833,695,"Región del Maule","Centro","Parral","Rio Maule","Rio Loncomilla"
"1208","360007","Embalse bullilleo DMC",-36.28917,-71.41611,636,"Región del Maule","Centro","Parral","Rio Maule","Rio Loncomilla"
"1209","300014","Embalse la paloma DMC",-30.7,-71.0375,348,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Grande Bajo (entre Embalse Paloma y Rio Hurtado)"
"1210","350020","Embalse tutuven DMC",-35.89639,-72.38,175,"Región del Maule","Centro","Cauquenes","Rio Maule","Perquilauquen Alto"
"1211","410032","Ensenada DMC",-41.23333,-72.51611,76,"Región de Los Lagos","Sur","Puerto Varas","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Petrohue"
"1212","400028","Entre lagos DMC",-40.69306,-72.60694,209,"Región de Los Lagos","Sur","Puyehue","Rio Bueno","Rio Pilmaiquen"
"1213","230014","Esc fundacion minera escondida DMC",-23.61861,-70.3725,176,"Región de Antofagasta","Norte","Antofagasta","Costeras R.Loa-Q.Caracoles","Costeras entre Q. Chacaya y Q. Caracoles"
"1214","0","Escuela alberto hurtado DMC",-53.16694,-70.94528,60,"Región de Magallanes y Antártica Chilena","Sur","Punta Arenas","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras e Islas Orientales de la Peninsula Brunswick"
"1215","410027","Escuela mirasol puerto montt DMC",-41.47944,-72.96889,100,"Región de Los Lagos","Sur","Puerto Montt","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras e Islas entre Rio Maullin y Rio Chamiza"
"1216","390040","Estacion experimental austral DMC",-39.7875,-73.23444,15,"Región de Los Ríos","Sur","Valdivia","Rio Valdivia","Rio Cruces"
"1217","330132","Estero arrayan en la montosa DMC",-33.32889,-70.45944,1048,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1218","360067","Estero bellavista en tome DMC",-36.63972,-72.94944,12,"Región del Bío-Bío","Centro","Tomé","Costeras e Islas entre Rio Itata y Rio Bio-Bio","Costeras entre Rio Pingueral Y Rio Andalien"
"1219","360078","Estero hualqui en desembocadura DMC",-36.9825,-72.94139,30,"Región del Bío-Bío","Centro","Hualqui","Rio Bio-Bio","Rio Bio-Bio Bajo"
"1220","360071","Estero nonguen frente u bio bio DMC",-36.82028,-73.01639,20,"Región del Bío-Bío","Centro","Concepción","Costeras e Islas entre Rio Itata y Rio Bio-Bio","Rio Andalien"
"1221","370049","Estero plegarias jta curanilahue DMC",-37.48778,-73.34417,142,"Región del Bío-Bío","Centro","Curanilahue","Rio Lebu","Rio Curanilahue"
"1222","330147","Estero puangue en ruta 78 DMC",-33.66139,-71.33694,108,"Región Metropolitana de Santiago","Centro","Melipilla","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1223","310038","Estero pupio en el romeral DMC",-31.95111,-71.075,612,"Región de Coquimbo","Norte","Los Vilos","Costeras entre R.Choapa y R.Quilimari","Estero Pupio"
"1224","370047","Estero quilque en los angeles DMC",-37.45611,-72.32722,144,"Región del Bío-Bío","Centro","Los Angeles","Rio Bio-Bio","Rio Bio-Bio entre Rio Vergara y Rio Laja"
"1225","330019","Eulogio sanchez tobalaba ad DMC",-33.45528,-70.54861,650,"Región Metropolitana de Santiago","Centro","La Reina","Rio Maipo","Mapocho Bajo"
"1226","0","Evangelistas faro DMC",-52.38694,-75.09667,52,"Región de Magallanes y Antártica Chilena","Sur",NA,"Islas entre Canales Concepcion, Sarmiento y E. de Magallanes","Islas Entre Paso Uribe, Canal Bertran y Canal Nogueira"
"1227","330050","Farellones ski club DMC",-33.34944,-70.30722,2540,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1228","410008","Faro tres cruces DMC",-41.83194,-73.4775,10,"Región de Los Lagos","Sur","Ancud","Islas Chiloe y Circundantes","Isla Chiloe"
"1229","390001","Flor del lago DMC",-39.16056,-72.11611,367,"Región de La Araucanía","Centro","Villarrica","Rio Tolten","Lago Villarica y Tolten Alto"
"1230","300013","Fray jorge DMC",-30.68333,-71.65,150,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"1231","380071","Freire allipen DMC",-38.99972,-72.52111,131,"Región de La Araucanía","Centro","Freire","Rio Tolten","Tolten Bajo"
"1232","380069","Freire DMC",-38.97139,-72.78417,84,"Región de La Araucanía","Centro","Freire","Rio Tolten","Tolten Bajo"
"1233","380068","Freire los quilantos DMC",-38.90833,-72.79833,78,"Región de La Araucanía","Centro","Freire","Rio Imperial","Rio Quepe"
"1234","280024","Freirina DMC",-28.50667,-71.10361,100,"Región de Atacama","Norte","Freirina","Rio Huasco","Rio Huasco"
"1235","280010","Freirina nicolasa DMC",-28.51694,-71.01,156,"Región de Atacama","Norte","Freirina","Rio Huasco","Rio Huasco"
"1236","280002","Freirina tenencia DMC",-28.50861,-71.07833,102,"Región de Atacama","Norte","Freirina","Rio Huasco","Rio Huasco"
"1237","280022","Freirina vallenar DMC",-28.52639,-70.94306,230,"Región de Atacama","Norte","Freirina","Rio Huasco","Rio Huasco"
"1238","410002","Frutillar centro forestal DMC",-41.14055,-73.03861,150,"Región de Los Lagos","Sur","Frutillar","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"1239","0","Fuentes martinez porvenir ad DMC",-53.25361,-70.32611,25,"Región de Magallanes y Antártica Chilena","Sur","Porvenir","Tierra del Fuego","Costeras del Estrecho Magallanes, entre Frontera y Cabo Monmouth"
"1240","370006","Fundo las colmenas ex la palma hacienda DMC",-37.26583,-72.585,106,"Región del Bío-Bío","Centro","Laja","Rio Bio-Bio","Laja Bajo"
"1241","370025","Fundo los sauces DMC",-37.98472,-72.83222,124,"Región de La Araucanía","Centro","Los Sauces","Rio Bio-Bio","Rios Malleco y Vergara"
"1242","380937","Fundo santa adela los laureles DMC",-38.97694,-72.23861,278,"Región de La Araucanía","Centro","Cunco","Rio Tolten","Rio Allipen"
"1243","430002","Futaleufu ad DMC",-43.18889,-71.85222,347,"Región de Los Lagos","Sur","Futaleufú","Rio Yelcho","Rio Futaleufu"
"1244","400002","Futrono DMC",-40.13444,-72.415,87,"Región de Los Ríos","Sur","Futrono","Rio Bueno","Afluentes Lago Ranco"
"1245","380017","Galvarino hospital DMC",-38.41028,-72.78389,52,"Región de La Araucanía","Centro","Galvarino","Rio Imperial","R.  Chol Chol"
"1246","360011","General bernardo ohiggins chillan ad DMC",-36.58583,-72.03667,155,"Región del Ñuble","Centro","Chillán","Rio Itata","ñuble Bajo"
"1247","340031","General freire curico ad DMC",-34.96944,-71.21694,229,"Región del Maule","Centro","Curicó","Rio Mataquito","Rio Lontue"
"1248","390045","Gorbea fdf DMC",-39.10305,-72.61528,110,"Región de La Araucanía","Centro","Gorbea","Rio Tolten","Tolten Bajo"
"1249","390027","Gorbea san jose fdf DMC",-39.09333,-72.6525,103,"Región de La Araucanía","Centro","Gorbea","Rio Tolten","Tolten Bajo"
"1250","340120","Graneros graneros norte DMC",-34.06194,-70.705,499,"Región del Libertador Bernardo O'Higgins","Centro","Graneros","Rio Rapel","Cachapoal Bajo"
"1251","340032","Graneros mostazal DMC",-34.06583,-70.74167,474,"Región del Libertador Bernardo O'Higgins","Centro","Graneros","Rio Rapel","Cachapoal Bajo"
"1252","340001","Graneros sendos DMC",-34.07722,-70.73833,473,"Región del Libertador Bernardo O'Higgins","Centro","Graneros","Rio Rapel","Cachapoal Bajo"
"1253","380005","Granja vista hermosa DMC",-38.43417,-72.87361,65,"Región de La Araucanía","Centro","Galvarino","Rio Imperial","R.  Chol Chol"
"1254","180008","Guallatire reten DMC",-18.49722,-69.15417,4251,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Rio Lauca"
"1255","350056","Gualleco DMC",-35.24694,-71.98194,117,"Región del Maule","Centro","Curepto","Costeras Mataquito-Maule","Rio Huenchullami"
"1256","0","Guardiamarina zannartu pto williams ad DMC",-54.93167,-67.61556,12,"Región de Magallanes y Antártica Chilena","Sur","Cabo de Hornos","Islas al sur del Canal Beagle y Territorio Antartico","Islas Navarino y Gable"
"1257","330901","Guayacan DMC",-33.64361,-70.35028,1016,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1258","330131","Hacienda lampa DMC",-33.28417,-70.84889,493,"Región Metropolitana de Santiago","Centro","Lampa","Rio Maipo","Mapocho Bajo"
"1259","340102","Hidango automatica inia DMC",-34.1125,-71.79722,296,"Región del Libertador Bernardo O'Higgins","Centro","Litueche","Costeras Rapel-E.Nilahue","Estero Topocalma"
"1260","340042","Hidango DMC",-34.1125,-71.79722,300,"Región del Libertador Bernardo O'Higgins","Centro","Litueche","Costeras Rapel-E.Nilahue","Estero Topocalma"
"1261","320003","Hierro viejo DMC",-32.28305,-71.01694,391,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Petorca Medio"
"1262","370034","Hijuela tres pueblas DMC",-37.54111,-72.83139,87,"Región del Bío-Bío","Centro","Nacimiento","Rio Bio-Bio","Rio Bio-Bio entre Rio Vergara y Rio Laja"
"1263","320098","Hijuelas DMC",-32.84806,-71.06694,330,"Región de Valparaíso","Centro","Hijuelas","Rio Aconcagua","Aconcagua Bajo"
"1264","410039","Hornopiren DMC",-41.93833,-72.435,25,"Región de Los Lagos","Sur","Hualaihué","Costeras entre R.Puelo y R.Yelcho","Costeras Entre Pta Tentelhue y Rio Negro (incl.)"
"1265","330093","Hospital DMC",-33.88722,-70.73111,394,"Región Metropolitana de Santiago","Centro","Paine","Rio Maipo","Rio Maipo Medio"
"1266","340028","Hualanne sendos DMC",-34.9675,-71.83167,39,"Región del Maule","Centro","Hualañé","Rio Mataquito","Rio Mataquito"
"1267","330043","Huallilemu fundo DMC",-33.41555,-71.6375,124,"Región de Valparaíso","Centro","El Quisco","Costeras entre Aconcagua y Maipo","E. del Rosario (Incl.) a R. Maipo"
"1268","360905","Hualpencillo DMC",-36.78167,-73.05944,30,"Región del Bío-Bío","Centro","Talcahuano","Costeras e Islas entre Rio Itata y Rio Bio-Bio","Costeras entre Rio Andalien Y Rio Bio-Bio"
"1269","360026","Hualqui sendos DMC",-36.97611,-72.94444,27,"Región del Bío-Bío","Centro","Hualqui","Rio Bio-Bio","Rio Bio-Bio Bajo"
"1270","290003","Huanta reten DMC",-29.8475,-70.38861,1216,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"1271","350063","Huapi DMC",-35.48611,-71.29055,260,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Claro"
"1272","350026","Huaquen DMC",-35.11694,-71.72472,84,"Región del Maule","Centro","Curepto","Rio Mataquito","Rio Mataquito"
"1273","320005","Huaquen hacienda DMC",-32.28417,-71.45972,93,"Región de Valparaíso","Centro","La Ligua","Costeras Quilimari-Petorca","Costera Quilimari - Petorca"
"1274","200001","Huara tenencia DMC",-19.99555,-69.76694,1113,"Región de Tarapacá","Norte","Huara","Pampa del Tamarugal","Pampa del Tamarugal"
"1275","200004","Huatacondo DMC",-20.92778,-69.05389,2299,"Región de Tarapacá","Norte","Pozo Almonte","Rio Loa","Loa Medio (entre R.  Salado y Q. de Barrera)"
"1276","330038","Huelquen la vega fundo DMC",-33.8425,-70.6725,393,"Región Metropolitana de Santiago","Centro","Paine","Rio Maipo","Rio Maipo Medio"
"1277","310005","Huentelauquen los vilos DMC",-31.58333,-71.53333,20,"Región de Coquimbo","Norte","Canela","Rio Choapa","Rio Choapa Bajo (entre Rio Illapel y Desembocadura)"
"1278","370023","Huequen angol DMC",-37.81833,-72.67333,81,"Región de La Araucanía","Centro","Angol","Rio Bio-Bio","Rios Malleco y Vergara"
"1279","400029","Hueyusca DMC",-40.92667,-73.52917,100,"Región de Los Lagos","Sur","Purranque","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras entre Rio Bueno y Rio Maullin"
"1280","400905","Hueyusca osorno DMC",-40.98972,-73.88167,501,"Región de Los Lagos","Sur","Purranque","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras entre Rio Bueno y Rio Maullin"
"1281","330015","Huinganal fundo DMC",-33.34889,-70.51444,854,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1282","390035","Huiscapi DMC",-39.26333,-72.39889,266,"Región de La Araucanía","Centro","Loncoche","Rio Tolten","Tolten Bajo"
"1283","300021","Hurtado reten DMC",-30.27778,-70.67028,1204,"Región de Coquimbo","Norte","Río Hurtado","Rio Limari","Rio Hurtado"
"1284","420017","Huyar alto DMC",-42.40389,-73.56805,155,"Región de Los Lagos","Sur","Curaco de Vélez","Islas Chiloe y Circundantes","Islas entre Punta Chillidque y Punta Ahoni"
"1285","340018","Idahue fundo DMC",-34.29055,-71.14833,273,"Región del Libertador Bernardo O'Higgins","Centro","Coltauco","Rio Rapel","Cachapoal Bajo"
"1286","310041","Illapel DMC",-31.73111,-71.20556,285,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1287","310006","Illapel essco DMC",-31.63472,-71.17083,310,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"1288","310025","Illapel sendos DMC",-31.63,-71.12639,451,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"1289","340027","Iloca essam DMC",-34.95222,-72.18389,18,"Región del Maule","Centro","Licantén","Costeras entre limite Region y R.  Mataquito","Lago Vichuquen"
"1290","260005","Inca de oro reten DMC",-26.75528,-69.90528,1592,"Región de Atacama","Norte","Diego de Almagro","Rio Salado","Quebrada Del Chanaral"
"1291","290001","Incahuasi reten DMC",-29.22694,-71.01222,788,"Región de Atacama","Norte","Vallenar","Rio los Choros","Q. Los Choros entre Q. del Pelicano y desembocadura"
"1292","330049","Indus quintay fundo DMC",-33.18333,-71.66667,44,"Región de Valparaíso","Centro","Casablanca","Costeras entre Aconcagua y Maipo","E. Casablanca y E.  San Jeronimo (Incl.)"
"1293","0","Instituto de la patagonia jorge schytte DMC",-53.13,-70.8875,11,"Región de Magallanes y Antártica Chilena","Sur","Punta Arenas","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras e Islas Orientales de la Peninsula Brunswick"
"1294","360032","Instituto profesional adventista chillan DMC",-36.63806,-71.9975,193,"Región del Ñuble","Centro","Chillán","Rio Itata","ñuble Bajo"
"1295","200003","Iquique cavancha ap DMC",-20.23361,-70.14389,9,"Región de Tarapacá","Norte","Iquique","Costeras Tilviche-Loa","Pampas El Carmen y De La Union"
"1296","200005","Iquique los condores ad DMC",-20.25389,-70.085,529,"Región de Tarapacá","Norte","Alto Hospicio","Costeras Tilviche-Loa","Pampas El Carmen y De La Union"
"1297","0","Isla dawson DMC",-53.83333,-70.44194,11,"Región de Magallanes y Antártica Chilena","Sur","Punta Arenas","Tierra del Fuego","Costeras entre R. Azopardo y Seno Serrano"
"1298","330181","Isla de maipo DMC",-33.69194,-71.10111,218,"Región Metropolitana de Santiago","Centro","El Monte","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1299","430003","Isla guafo faro DMC",-43.56667,-74.8275,105,"Región de Los Lagos","Sur","Quellón","Islas Chiloe y Circundantes","Isla Guafo"
"1300","500002","Isla guarello DMC",-50.36167,-75.34444,8,"Región de Magallanes y Antártica Chilena","Sur","Natales","Islas entre limite Region y Canal Ancho y Estrecho de la Concepcion","Islas Poniente Est. Trinidad, Est. Concepcion y Canal Oeste"
"1301","380004","Isla mocha DMC",-38.37583,-73.87083,13,"Región del Bío-Bío","Centro","Lebu","Costeras e Islas entre R.Paicavi y Limite Region","Isla Mocha"
"1302","0","Isla navarino tierra del fuego DMC",-55.16667,-67.5,8,"Región de Magallanes y Antártica Chilena","Sur","Cabo de Hornos","Islas al sur del Canal Beagle y Territorio Antartico","Islas Navarino y Gable"
"1303","0","Isla nueva DMC",-55.17694,-66.54889,5,"Región de Magallanes y Antártica Chilena","Sur","Cabo de Hornos","Islas al sur del Canal Beagle y Territorio Antartico","Islas Nueva, Picton, Lennox, Evout y otras"
"1304","360015","Isla quiriquina faro DMC",-36.61055,-73.05139,84,"Región del Bío-Bío","Centro","Talcahuano","Costeras e Islas entre Rio Itata y Rio Bio-Bio","Isla Quiriquina"
"1305","0","Isla riesco DMC",-53.03055,-71.93361,68,"Región de Magallanes y Antártica Chilena","Sur","Río Verde","Costeras e Islas entre R Hollemberg, Golfo Alte. Laguna Blanca","Isla Riesco"
"1306","470002","Isla san pedro armada DMC",-47.69917,-74.86444,26,"Región de Aysén del Gral.Ibañez del Campo","Sur","Tortel","Costeras entre R. Pascua Limite Region. Archipielago Guayeco","Islas Archipielago Guayeco al N. Estrecho Barbosa"
"1307","470004","Isla san pedro d m c DMC",-47.71667,-74.91667,44,"Región de Aysén del Gral.Ibañez del Campo","Sur","Tortel","Costeras entre R. Pascua Limite Region. Archipielago Guayeco","Islas Archipielago Guayeco al N. Estrecho Barbosa"
"1308","360016","Isla santa maria DMC",-36.98583,-73.53556,75,"Región del Bío-Bío","Centro","Coronel","Costeras e Islas entre Rios Bio-Bio y Carampangue","Isla Santa Maria"
"1309","390015","Isla teja universidad austral valdivia DMC",-39.79944,-73.25833,15,"Región de Los Ríos","Sur","Valdivia","Rio Valdivia","Rio Cruces"
"1310","0","Islas huichas DMC",-45.15528,-73.51639,6,"Región de Aysén del Gral.Ibañez del Campo","Sur",NA,"Costeras e Islas entre R.Palena y R.Aisen","Islas al Este Canal Moraleda"
"1311","360061","Itata en coelemu DMC",-36.46667,-72.69278,18,"Región del Ñuble","Centro","Treguaco","Rio Itata","Itata Bajo"
"1312","330006","Jardin botanico ex parque fauna vinna del mar DMC",-33.045,-71.50194,50,"Región de Valparaíso","Centro","Viña del Mar","Costeras entre Aconcagua y Maipo","E. Marga-Marga"
"1313","400013","Juan kalt bode fundacion adolfo matthei DMC",-40.59056,-73.11222,53,"Región de Los Lagos","Sur","Osorno","Rio Bueno","R. Rahue Bajo"
"1314","290007","Juntas del toro tenencia DMC",-29.97639,-70.09417,2091,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"1315","0","Kampenaike DMC",-52.61194,-70.94333,6,"Región de Magallanes y Antártica Chilena","Sur","Laguna Blanca","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras entre Laguna Blanca, Peninsula Brunswich y Santa Susana"
"1316","380029","La araucania ad DMC",-38.93444,-72.65333,96,"Región de La Araucanía","Centro","Freire","Rio Imperial","Rio Quepe"
"1317","370029","La araucania angol DMC",-37.80694,-72.7125,83,"Región de La Araucanía","Centro","Angol","Rio Bio-Bio","Rios Malleco y Vergara"
